AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,State_ID,ID,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings,MajorGroupCode,MajorGroup,MinorGroup,MinorGroupDescr,JobDescription,RJ_1,RJ_2,RJ_3,RJ_4,RJ_5,RJ_6,RJ_7,RJ_8,RJ_9,RJ_10,RJ_11,RJ_12,RJ_13,RJ_14,RJ_15,RJ_16,RJ_17,RJ_18,RJ_19,RJ_20,RJ_21,RJ_22,RJ_23,RJ_24,RJ_25,RJ_26,RJ_27,RJ_28,RJ_29,RJ_30,RJ_31,RJ_32,RJ_33,RJ_34,RJ_35,RJ_36,RJ_37,RJ_38,RJ_39,RJ_40,RJ_41,RJ_42,RJ_43,RJ_44,RJ_45,RJ_46,RJ_47,RJ_48,RJ_49,RJ_50,RJ_51,RJ_52,RJ_53,RJDescr_1,RJDescr_2,RJDescr_3,RJDescr_4,RJDescr_5,RJDescr_6,RJDescr_7,RJDescr_8,RJDescr_9,RJDescr_10,RJDescr_11,RJDescr_12,RJDescr_13,RJDescr_14,RJDescr_15,RJDescr_16,RJDescr_17,RJDescr_18,RJDescr_19,RJDescr_20,RJDescr_21,RJDescr_22,RJDescr_23,RJDescr_24,RJDescr_25,RJDescr_26,RJDescr_27,RJDescr_28,RJDescr_29,RJDescr_30,RJDescr_31,RJDescr_32,RJDescr_33,RJDescr_34,RJDescr_35,RJDescr_36,RJDescr_37,RJDescr_38,RJDescr_39,RJDescr_40,RJDescr_41,RJDescr_42,RJDescr_43,RJDescr_44,RJDescr_45,RJDescr_46,RJDescr_47,RJDescr_48,RJDescr_49,RJDescr_50,RJDescr_51,RJDescr_52,RJDescr_53,MajorGroupIndex,Education,EducationIndex,Training,TrainingIndex,Experience,ExperienceIndex,STEM,STEMIndex
0,USA, United States,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,87090,1.7,,,20.64,42920,0.5,12.43,15.31,19.22,24.59,30.3,25860,31850,39980,51140,63030,,,0,0-21-1011,2014,94900,2024,116200,21200,22.3,4110,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",21-1012,21-1014,21-1021,21-1023,21-1091,21-1092,21-1093,21-2021,25-2031,39-9041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational, Guidance, School, and Vocational Counselors",Mental Health Counselors,"Child, Family, and School Social Workers",Mental Health and Substance Abuse Social Workers,Health Educators,Probation Officers and Correctional Treatment Specialists,Social and Human Service Assistants,"Directors, Religious Activities and Education","Secondary School Teachers, Except Special and Career/Technical Education",Residential Advisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,253460,0.9,,,27.16,56490,0.6,15.52,19.77,25.8,33.5,42.14,32280,41120,53660,69680,87640,,,0,0-21-1012,2014,273400,2024,295900,22500,8.2,7970,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",Counsel individuals and provide group educational and vocational guidance services.,19-3031,21-1013,21-1014,25-1066,25-1081,25-1113,25-2031,25-3011,25-9031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinical, Counseling, and School Psychologists",Marriage and Family Therapists,Mental Health Counselors,"Psychology Teachers, Postsecondary","Education Teachers, Postsecondary","Social Work Teachers, Postsecondary","Secondary School Teachers, Except Special and Career/Technical Education",Adult Basic and Secondary Education and Literacy Teachers and Instructors,Instructional Coordinators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,21-1013,Marriage and Family Therapists,detailed,32070,2.8,,,25.73,53520,1.3,14.68,18.03,23.37,31.14,39.4,30540,37500,48600,64780,81960,,,0,0-21-1013,2014,33700,2024,38700,5000,14.8,1210,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",19-3031,19-3039,21-1011,21-1012,21-1014,21-1021,21-1023,25-1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinical, Counseling, and School Psychologists","Psychologists, All Other",Substance Abuse and Behavioral Disorder Counselors,"Educational, Guidance, School, and Vocational Counselors",Mental Health Counselors,"Child, Family, and School Social Workers",Mental Health and Substance Abuse Social Workers,"Psychology Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,Internship/residency,4,Non-STEM,1
0,USA, United States,21-1014,Mental Health Counselors,detailed,128200,1.4,,,21.67,45080,0.7,12.65,15.73,20.13,26.11,33.07,26300,32720,41880,54320,68790,,,0,0-21-1014,2014,134500,2024,160900,26400,19.6,5450,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Counsel with emphasis on prevention. Work with individuals and groups to promote optimum mental and emotional health. May help individuals deal with issues associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; and aging.",19-3031,21-1011,21-1012,21-1013,21-1021,21-1023,25-1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinical, Counseling, and School Psychologists",Substance Abuse and Behavioral Disorder Counselors,"Educational, Guidance, School, and Vocational Counselors",Marriage and Family Therapists,"Child, Family, and School Social Workers",Mental Health and Substance Abuse Social Workers,"Psychology Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,Internship/residency,4,Non-STEM,1
0,USA, United States,21-1015,Rehabilitation Counselors,detailed,101630,1.7,,,18.29,38040,0.7,10.07,12.77,16.54,21.91,29.21,20950,26550,34390,45580,60750,,,0,0-21-1015,2014,120100,2024,130900,10800,9,3600,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",21-1011,21-1021,21-1022,21-1023,21-1091,21-1092,21-1093,21-2021,29-1125,39-9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Substance Abuse and Behavioral Disorder Counselors,"Child, Family, and School Social Workers",Healthcare Social Workers,Mental Health and Substance Abuse Social Workers,Health Educators,Probation Officers and Correctional Treatment Specialists,Social and Human Service Assistants,"Directors, Religious Activities and Education",Recreational Therapists,Recreation Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,21-1019,"Counselors, All Other",detailed,26370,3,,,23.05,47950,1,12.25,16.35,21.89,28.71,35.65,25480,34010,45530,59720,74150,,,0,0-21-1019,2014,31000,2024,34400,3400,11,990,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",All counselors not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,21-1020,Social Workers,broad,619300,0.7,,,23.88,49670,0.5,13.72,16.97,22.07,29.03,36.93,28530,35310,45900,60370,76820,,,0,0-21-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-1021,"Child, Family, and School Social Workers",detailed,294080,0.9,,,22.41,46610,1,13.31,16.24,20.36,26.64,35.29,27690,33790,42350,55410,73400,,,0,0-21-1021,2014,305200,2024,324200,19000,6.2,9250,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",Nov-51,19-3031,21-1011,21-1014,21-1023,21-1092,21-1093,21-2021,23-1022,29-1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social and Community Service Managers,"Clinical, Counseling, and School Psychologists",Substance Abuse and Behavioral Disorder Counselors,Mental Health Counselors,Mental Health and Substance Abuse Social Workers,Probation Officers and Correctional Treatment Specialists,Social and Human Service Assistants,"Directors, Religious Activities and Education","Arbitrators, Mediators, and Conciliators",Recreational Therapists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,21-1022,Healthcare Social Workers,detailed,155590,1.8,,,25.97,54020,0.5,15.48,19.56,25.18,30.8,37.44,32190,40690,52380,64060,77880,,,0,0-21-1022,2014,160100,2024,191000,30900,19.3,6950,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family care givers, providing patient education and counseling, and making referrals for other services. May also provide care and case management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",19-3031,21-1011,21-1012,21-1013,21-1014,21-1021,21-1023,43-4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinical, Counseling, and School Psychologists",Substance Abuse and Behavioral Disorder Counselors,"Educational, Guidance, School, and Vocational Counselors",Marriage and Family Therapists,Mental Health Counselors,"Child, Family, and School Social Workers",Mental Health and Substance Abuse Social Workers,Customer Service Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,21-1023,Mental Health and Substance Abuse Social Workers,detailed,110070,1.5,,,22.69,47190,1.3,12.61,15.81,20.28,26.8,35.26,26230,32880,42170,55740,73330,,,0,0-21-1023,2014,117800,2024,140000,22300,18.9,5070,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",19-3031,21-1011,21-1012,21-1013,21-1014,21-1015,21-1021,21-1022,21-1092,25-1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinical, Counseling, and School Psychologists",Substance Abuse and Behavioral Disorder Counselors,"Educational, Guidance, School, and Vocational Counselors",Marriage and Family Therapists,Mental Health Counselors,Rehabilitation Counselors,"Child, Family, and School Social Workers",Healthcare Social Workers,Probation Officers and Correctional Treatment Specialists,"Psychology Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,21-1029,"Social Workers, All Other",detailed,59570,1.6,,,27.87,57970,0.5,16.05,20.05,28.15,34.93,40.1,33380,41700,58560,72650,83400,,,0,0-21-1029,2014,66400,2024,68900,2500,3.8,1850,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",All social workers not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,21-1090,Miscellaneous Community and Social Service Specialists,broad,647650,0.7,,,19.36,40270,0.6,10.32,13.13,17.36,23.37,31.47,21480,27310,36110,48600,65460,,,0,0-21-1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-1091,Health Educators,detailed,57570,1.6,,,27.26,56690,1.5,14.54,18.56,24.98,34.15,44.69,30250,38610,51960,71020,92950,,,0,0-21-1091,2014,61400,2024,68900,7500,12.2,1950,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Collect and analyze data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May serve as a resource to assist individuals, other healthcare workers, or the community, and may administer fiscal resources for health education programs.",13-1151,21-1021,21-1093,25-2021,25-2022,25-2031,25-3011,39-9032,39-9041,43-4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training and Development Specialists,"Child, Family, and School Social Workers",Social and Human Service Assistants,"Elementary School Teachers, Except Special Education","Middle School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special and Career/Technical Education",Adult Basic and Secondary Education and Literacy Teachers and Instructors,Recreation Workers,Residential Advisors,Customer Service Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,None,0,Non-STEM,1
0,USA, United States,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,87950,0.8,,,26,54080,0.7,15.82,18.57,23.73,31.64,41.41,32900,38630,49360,65810,86140,,,0,0-21-1092,2014,91700,2024,95000,3300,3.6,2130,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations.",13-2099,21-1012,21-1015,21-1021,21-1093,23-1022,25-2022,25-2031,29-2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Financial Specialists, All Other","Educational, Guidance, School, and Vocational Counselors",Rehabilitation Counselors,"Child, Family, and School Social Workers",Social and Human Service Assistants,"Arbitrators, Mediators, and Conciliators","Middle School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special and Career/Technical Education",Psychiatric Technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,21-1093,Social and Human Service Assistants,detailed,359350,1,,,15.96,33190,0.6,9.68,11.72,14.82,18.72,23.83,20120,24390,30830,38930,49570,,,0,0-21-1093,2014,386600,2024,430800,44200,11.4,12000,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Assist in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",21-1092,25-2011,25-9041,29-2053,33-3012,39-9032,39-9041,43-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Probation Officers and Correctional Treatment Specialists,"Preschool Teachers, Except Special Education",Teacher Assistants,Psychiatric Technicians,Correctional Officers and Jailers,Recreation Workers,Residential Advisors,First-Line Supervisors of Office and Administrative Support Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,High school diploma or equivalent,1,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,21-1094,Community Health Workers,detailed,48130,1.9,,,19.3,40150,0.7,10.85,13.62,17.45,23.07,30.23,22570,28340,36300,47990,62880,,,0,0-21-1094,2014,54300,2024,62400,8100,14.9,1880,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists","Assist individuals and communities to adopt healthy behaviors. Conduct outreach for medical personnel or health organizations to implement programs in the community that promote, maintain, and improve individual and community health. May provide information on available resources, provide social support and informal counseling, advocate for individuals and community health needs, and provide services such as first aid and blood pressure screening. May collect data to help identify community health needs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,High school diploma or equivalent,1,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,21-1099,"Community and Social Service Specialists, All Other",detailed,94670,1.4,,,21.33,44370,0.7,11.72,15.43,20.14,26.31,33.63,24370,32090,41890,54730,69940,,,0,0-21-1099,2014,102700,2024,111100,8400,8.2,2860,21-0000,Community and Social Service ,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",All community and social service specialists not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Master's degree,6,None,0,None,0,Non-STEM,1
0,USA, United States,21-2000,Religious Workers,minor,76370,2,,,22.12,46020,0.8,9.44,13.79,19.98,27.78,36.98,19630,28680,41550,57770,76920,,,0,0-21-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-2010,Clergy,broad,48250,2.3,,,23.15,48150,0.9,10.76,15.31,21.27,28.52,37.12,22380,31850,44250,59320,77220,,,0,0-21-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-2011,Clergy,detailed,48250,2.3,,,23.15,48150,0.9,10.76,15.31,21.27,28.52,37.12,22380,31850,44250,59320,77220,,,0,0-21-2011,2014,244200,2024,258000,13800,5.6,6630,21-0000,Community and Social Service ,21-2000,Religious Workers,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.,Nov-32,Nov-33,Nov-51,19-3031,21-1012,21-1014,21-2021,25-1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education Administrators, Elementary and Secondary School","Education Administrators, Postsecondary",Social and Community Service Managers,"Clinical, Counseling, and School Psychologists","Educational, Guidance, School, and Vocational Counselors",Mental Health Counselors,"Directors, Religious Activities and Education","Communications Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,21-2020,"Directors, Religious Activities and Education",broad,20280,3.9,,,21.71,45160,1.7,9.3,12.8,18.65,27.2,38.88,19350,26630,38780,56570,80880,,,0,0-21-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
0,USA, United States,21-2021,"Directors, Religious Activities and Education",detailed,20280,3.9,,,21.71,45160,1.7,9.3,12.8,18.65,27.2,38.88,19350,26630,38780,56570,80880,,,0,0-21-2021,2014,131900,2024,137500,5700,4.3,4120,21-0000,Community and Social Service ,21-2000,Religious Workers,"Plan, direct, or coordinate programs designed to promote the religious education or activities of a denominational group. May provide counseling and guidance relative to marital, health, financial, and religious problems.",Nov-31,Nov-31,13-1121,13-1151,21-1093,25-2022,25-2031,25-2054,25-3011,39-9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training and Development Managers,"Education Administrators, Preschool and Childcare Center/Program","Meeting, Convention, and Event Planners",Training and Development Specialists,Social and Human Service Assistants,"Middle School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special and Career/Technical Education","Special Education Teachers, Secondary School",Adult Basic and Secondary Education and Literacy Teachers and Instructors,Recreation Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Bachelor's degree,5,Less than 5 years,1,None,0,Non-STEM,1
